transaction_id,date,merchant,category,amount,currency,status,department,cost_center,po_number,invoice_number,description,employee,approval_status
TXN-01525,2025-02-12,Lenovo,Hardware - Equipment,400,USD,completed,Sales,CC-001,PO-10953,INV-296468,Lenovo - Hardware - Equipment,EMP-1185,Approved
TXN-01526,2024-08-18,Delta Airlines,Travel - Airfare,900,USD,completed,HR,CC-005,,INV-739486,Delta Airlines - Travel - Airfare,EMP-1250,Pending
TXN-01527,2024-01-10,Slack,Software - SaaS,125,USD,pending,Finance,CC-003,PO-90971,INV-364240,Slack - Software - SaaS,EMP-1073,Rejected
TXN-01528,2024-02-27,UPS,Shipping & Logistics,50,USD,completed,Engineering,CC-003,PO-91274,INV-506529,UPS - Shipping & Logistics,EMP-1123,Rejected
TXN-01529,2024-05-13,LawDepot,Legal Services,2500,USD,paid,Finance,CC-001,PO-74141,INV-793922,LawDepot - Legal Services,EMP-1114,Pending
TXN-01530,2025-02-01,Accenture,Professional Services,7000,USD,delivered,Sales,CC-005,PO-49756,INV-212850,Accenture - Professional Services,EMP-1225,Rejected
TXN-01531,2024-05-01,Uber,Travel - Ground,120,USD,invoiced,HR,CC-004,PO-44530,INV-624720,Uber - Travel - Ground,EMP-1062,Pending
TXN-01532,2024-11-23,American Airlines Inc,Travel - Airfare,550,USD,delivered,Engineering,CC-004,PO-15326,INV-772204,American Airlines Inc - Travel - Airfare,EMP-1161,Rejected
TXN-01533,2024-12-04,Lyft,Travel - Ground,60,USD,pending,Engineering,CC-004,,INV-405826,Lyft - Travel - Ground,EMP-1224,Pending
TXN-01534,2024-04-09,Datadog,Software - Monitoring,400,USD,invoiced,Marketing,CC-002,PO-70375,INV-160090,Datadog - Software - Monitoring,EMP-1151,Approved
TXN-01535,2024-04-27,Apple,Hardware - Equipment,199,USD,pending,Engineering,CC-002,PO-72314,INV-475581,Apple - Hardware - Equipment,EMP-1212,Rejected
TXN-01536,2025-03-25,Delta Airlines,Travel - Airfare,500,USD,completed,Engineering,CC-003,PO-49004,INV-599901,Delta Airlines - Travel - Airfare,EMP-1238,Pending
TXN-01537,2024-11-15,Slack,Software - SaaS,125,USD,invoiced,Marketing,CC-004,PO-30724,INV-845320,Slack - Software - SaaS,EMP-1087,Approved
TXN-01538,2024-03-26,Stripe,Software - Payments,500,USD,pending,Sales,CC-002,PO-67139,INV-409721,Stripe - Software - Payments,EMP-1181,Pending
TXN-01539,2025-02-16,Steelcase,Furniture - Fixed Asset,600,USD,pending,Marketing,CC-003,PO-19716,INV-651849,Steelcase - Furniture - Fixed Asset,EMP-1187,Pending
TXN-01540,2025-01-18,Slack,Software - SaaS,199,USD,pending,Marketing,CC-002,,INV-129065,Slack - Software - SaaS,EMP-1184,Pending
TXN-01541,2024-02-08,Twilio,Software - Communications,1000,USD,pending,HR,CC-001,PO-79914,INV-249059,Twilio - Software - Communications,EMP-1095,Approved
TXN-01542,2024-01-15,Datadog,Software - Monitoring,400,USD,invoiced,HR,CC-005,PO-98772,INV-357066,Datadog - Software - Monitoring,EMP-1093,Approved
TXN-01543,2024-04-14,Uber,Travel - Ground,120,USD,completed,HR,CC-002,PO-18484,INV-741215,Uber - Travel - Ground,EMP-1123,Rejected
TXN-01544,2025-03-29,Amazon,Hardware - Equipment,99,USD,delivered,HR,CC-003,PO-99497,INV-581802,Amazon - Hardware - Equipment,EMP-1143,Pending
TXN-01545,2024-12-11,Best Buy,Hardware - Equipment,1200,USD,completed,HR,CC-002,PO-13151,INV-139526,Best Buy - Hardware - Equipment,EMP-1027,Approved
TXN-01546,2024-10-06,IKEA,Furniture - Fixed Asset,600,USD,delivered,Sales,CC-003,,INV-440860,IKEA - Furniture - Fixed Asset,EMP-1241,Pending
TXN-01547,2025-01-13,Amazon,Hardware - Equipment,2499,USD,invoiced,HR,CC-005,,INV-787036,Amazon - Hardware - Equipment,EMP-1104,Approved
TXN-01548,2024-03-08,QuickBooks,Accounting Software,600,USD,completed,Finance,CC-005,PO-57876,INV-593034,QuickBooks - Accounting Software,EMP-1226,Approved
TXN-01549,2025-03-14,IKEA,Furniture - Fixed Asset,100,USD,paid,Marketing,CC-002,PO-37663,INV-434748,IKEA - Furniture - Fixed Asset,EMP-1083,Rejected
TXN-01550,2024-05-24,Lenovo,Hardware - Equipment,1000,USD,paid,Engineering,CC-003,PO-64832,INV-931897,Lenovo - Hardware - Equipment,EMP-1093,Approved
TXN-01551,2025-03-31,Lenovo,Hardware - Equipment,1000,USD,paid,Operations,CC-004,,INV-279931,Lenovo - Hardware - Equipment,EMP-1005,Rejected
TXN-01552,2024-05-02,Starbucks,Meals & Entertainment,10,USD,paid,HR,CC-005,PO-93128,INV-528860,Starbucks - Meals & Entertainment,EMP-1060,Approved
TXN-01553,2024-05-03,Lyft,Travel - Ground,40,USD,delivered,Marketing,CC-003,PO-41450,INV-338103,Lyft - Travel - Ground,EMP-1248,Approved
TXN-01554,2024-12-09,Salesforce,Software - SaaS,600,USD,pending,Finance,CC-005,PO-89076,INV-742047,Salesforce - Software - SaaS,EMP-1236,Approved
TXN-01555,2025-02-25,Twilio,Software - Communications,500,USD,paid,HR,CC-005,PO-91013,INV-108331,Twilio - Software - Communications,EMP-1160,Pending
TXN-01556,2024-06-30,DHL,Shipping & Logistics,150,USD,completed,HR,CC-003,PO-23183,INV-433152,DHL - Shipping & Logistics,EMP-1085,Rejected
TXN-01557,2024-10-10,Southwest Airlines,Travel - Airfare,350,USD,invoiced,Engineering,CC-004,PO-36901,INV-485916,Southwest Airlines - Travel - Airfare,EMP-1033,Approved
TXN-01558,2024-09-14,LinkedIn Ads,Marketing - Digital,2500,USD,delivered,HR,CC-002,,INV-497726,LinkedIn Ads - Marketing - Digital,EMP-1047,Pending
TXN-01559,2024-08-29,McKinsey,Professional Services,60000,USD,invoiced,HR,CC-001,PO-69978,INV-802089,McKinsey - Professional Services,EMP-1080,Pending
TXN-01560,2025-03-17,DELOITTE,Professional Services,50000,USD,pending,Sales,CC-004,,INV-632299,DELOITTE - Professional Services,EMP-1017,Rejected
TXN-01561,2024-05-29,PwC,Professional Services,4000,USD,delivered,Sales,CC-005,PO-56736,INV-537439,PwC - Professional Services,EMP-1192,Pending
TXN-01562,2024-12-15,LawDepot,Legal Services,200,USD,delivered,Marketing,CC-004,PO-18681,INV-724552,LawDepot - Legal Services,EMP-1106,Rejected
TXN-01563,2024-10-25,Apple,Hardware - Equipment,1200,USD,paid,Operations,CC-005,PO-34519,INV-512088,Apple - Hardware - Equipment,EMP-1145,Approved
TXN-01564,2025-02-11,Amazon,Hardware - Equipment,599,USD,delivered,Marketing,CC-003,PO-75067,INV-717874,Amazon - Hardware - Equipment,EMP-1178,Pending
TXN-01565,2024-11-09,Amazon Business,Office Supplies,100,USD,paid,Engineering,CC-004,PO-72534,INV-981283,Amazon Business - Office Supplies,EMP-1171,Rejected
TXN-01566,2024-09-20,Twilio,Software - Communications,50,USD,invoiced,Operations,CC-002,PO-91628,INV-436678,Twilio - Software - Communications,EMP-1227,Approved
TXN-01567,2024-05-23,Staples,Office Supplies,300,USD,completed,Operations,CC-005,PO-43942,INV-517837,Staples - Office Supplies,EMP-1021,Rejected
TXN-01568,2024-03-02,McKinsey,Professional Services,15000,USD,delivered,Finance,CC-001,PO-23357,INV-639704,McKinsey - Professional Services,EMP-1100,Approved
TXN-01569,2024-10-26,Best Buy,Hardware - Equipment,100,USD,delivered,Finance,CC-005,,INV-760763,Best Buy - Hardware - Equipment,EMP-1070,Pending
TXN-01570,2024-05-20,Starbucks,Meals & Entertainment,5,USD,completed,HR,CC-003,PO-28356,INV-424580,Starbucks - Meals & Entertainment,EMP-1118,Pending
TXN-01571,2024-05-11,Google Cloud,Software - Cloud,400,USD,completed,HR,CC-005,PO-15269,INV-714981,Google Cloud - Software - Cloud,EMP-1044,Rejected
TXN-01572,2024-01-15,Google Ads,Marketing - Digital,1000,USD,pending,Operations,CC-002,PO-33094,INV-378045,Google Ads - Marketing - Digital,EMP-1138,Rejected
TXN-01573,2024-08-23,Office Depot,Office Supplies,350,USD,completed,Finance,CC-003,PO-28963,INV-175530,Office Depot - Office Supplies,EMP-1202,Rejected
TXN-01574,2025-02-05,Xero,Accounting Software,200,USD,invoiced,Sales,CC-003,PO-45978,INV-396586,Xero - Accounting Software,EMP-1158,Approved
TXN-01575,2024-06-28,Lenovo,Hardware - Equipment,1000,USD,completed,Operations,CC-003,PO-99247,INV-584854,Lenovo - Hardware - Equipment,EMP-1180,Rejected
TXN-01576,2024-08-12,Restaurants.com,Meals & Entertainment,40,USD,delivered,Marketing,CC-003,PO-45037,INV-930968,Restaurants.com - Meals & Entertainment,EMP-1219,Rejected
TXN-01577,2025-01-18,Time Warner,Utilities - Internet,60,USD,paid,Finance,CC-002,PO-69284,INV-502153,Time Warner - Utilities - Internet,EMP-1057,Rejected
TXN-01578,2024-04-16,Best Buy,Hardware - Equipment,1200,USD,delivered,Marketing,CC-001,PO-22932,INV-778328,Best Buy - Hardware - Equipment,EMP-1169,Approved
TXN-01579,2024-11-17,Apple,Hardware - Equipment,1999,USD,completed,Operations,CC-003,PO-39109,INV-200155,Apple - Hardware - Equipment,EMP-1114,Approved
TXN-01580,2025-03-24,Datadog,Software - Monitoring,3000,USD,pending,Finance,CC-002,PO-81865,INV-714307,Datadog - Software - Monitoring,EMP-1158,Pending
TXN-01581,2024-08-21,Salesforce,Software - SaaS,1200,USD,paid,Engineering,CC-005,PO-60297,INV-374431,Salesforce - Software - SaaS,EMP-1106,Pending
TXN-01582,2024-11-02,PwC,Professional Services,20000,USD,paid,Operations,CC-001,,INV-942113,PwC - Professional Services,EMP-1107,Pending
TXN-01583,2024-05-03,Airbnb,Travel - Lodging,300,USD,pending,Finance,CC-005,PO-94666,INV-948389,Airbnb - Travel - Lodging,EMP-1122,Pending
TXN-01584,2024-02-29,Hilton Hotels,Travel - Lodging,700,USD,paid,Engineering,CC-001,PO-20648,INV-417072,Hilton Hotels - Travel - Lodging,EMP-1165,Pending
TXN-01585,2024-03-30,Best Buy Inc,Hardware - Equipment,100,USD,invoiced,Finance,CC-003,PO-96384,INV-731361,Best Buy Inc - Hardware - Equipment,EMP-1221,Pending
TXN-01586,2024-06-26,United Airlines,Travel - Airfare,250,USD,paid,Operations,CC-003,PO-19841,INV-156247,United Airlines - Travel - Airfare,EMP-1012,Rejected
TXN-01587,2024-01-22,American Airlines,Travel - Airfare,550,USD,invoiced,Finance,CC-001,PO-71112,INV-135574,American Airlines - Travel - Airfare,EMP-1025,Rejected
TXN-01588,2024-06-16,Microsoft Azure,Software - Cloud,3000,USD,delivered,Marketing,CC-003,PO-16498,INV-832217,Microsoft Azure - Software - Cloud,EMP-1239,Approved
TXN-01589,2024-10-18,GitHub,Software - Development,231,USD,invoiced,Operations,CC-004,PO-37275,INV-479966,GitHub - Software - Development,EMP-1147,Approved
TXN-01590,2025-03-01,Marriott Hotels,Travel - Lodging,150,USD,paid,Finance,CC-004,PO-59597,INV-483372,Marriott Hotels - Travel - Lodging,EMP-1188,Approved
TXN-01591,2025-01-07,UPS,Shipping & Logistics,25,USD,paid,Marketing,CC-004,PO-39978,INV-693800,UPS - Shipping & Logistics,EMP-1026,Approved
TXN-01592,2024-12-31,Starbucks,Meals & Entertainment,15,USD,completed,HR,CC-001,PO-68242,INV-833419,Starbucks - Meals & Entertainment,EMP-1018,Pending
TXN-01593,2024-01-12,Chipotle,Meals & Entertainment,10,USD,invoiced,Marketing,CC-003,PO-65732,INV-460982,Chipotle - Meals & Entertainment,EMP-1060,Approved
TXN-01594,2024-08-11,HubSpot,Marketing - Software,1200,USD,completed,HR,CC-004,PO-31256,INV-794023,HubSpot - Marketing - Software,EMP-1140,Rejected
TXN-01595,2024-02-20,American Airlines,Travel - Airfare,1500,USD,delivered,Engineering,CC-005,PO-22163,INV-437955,American Airlines - Travel - Airfare,EMP-1134,Approved
TXN-01596,2024-02-27,LinkedIn Ads,Marketing - Digital,1000,USD,pending,Marketing,CC-004,PO-30769,INV-535340,LinkedIn Ads - Marketing - Digital,EMP-1042,Approved
TXN-01597,2024-07-12,Time Warner,Utilities - Internet,100,USD,completed,Marketing,CC-003,PO-44632,INV-496467,Time Warner - Utilities - Internet,EMP-1009,Approved
TXN-01598,2024-11-07,IKEA,Furniture - Fixed Asset,600,USD,pending,Sales,CC-004,PO-98976,INV-825805,IKEA - Furniture - Fixed Asset,EMP-1082,Approved
TXN-01599,2024-06-24,Accenture,Professional Services,7000,USD,pending,Finance,CC-004,PO-48702,INV-676157,Accenture - Professional Services,EMP-1009,Rejected
TXN-01600,2024-09-24,Amazon,Hardware - Equipment,2499,USD,pending,Sales,CC-005,PO-24610,INV-120131,Amazon - Hardware - Equipment,EMP-1193,Pending
TXN-01601,2024-07-10,DoorDash,Meals & Entertainment,25,USD,completed,Finance,CC-002,PO-85235,INV-325872,DoorDash - Meals & Entertainment,EMP-1164,Rejected
TXN-01602,2024-07-14,DoorDash,Meals & Entertainment,200,USD,completed,HR,CC-003,PO-49580,INV-902437,DoorDash - Meals & Entertainment,EMP-1143,Approved
TXN-01603,2025-03-18,McKinsey,Professional Services,60000,USD,completed,HR,CC-002,PO-60008,INV-997325,McKinsey - Professional Services,EMP-1057,Rejected
TXN-01604,2024-06-21,Accenture,Professional Services,35000,USD,pending,Finance,CC-002,PO-16643,INV-669346,Accenture - Professional Services,EMP-1180,Approved
TXN-01605,2024-09-22,Zoom,Software - SaaS,200,USD,invoiced,Finance,CC-001,PO-48564,INV-982844,Zoom - Software - SaaS,EMP-1179,Approved
TXN-01606,2024-02-24,UberEats,Meals & Entertainment,20,USD,pending,HR,CC-002,PO-82900,INV-432442,UberEats - Meals & Entertainment,EMP-1203,Approved
TXN-01607,2024-04-08,Xero,Accounting Software,400,USD,paid,Engineering,CC-001,PO-63298,INV-187384,Xero - Accounting Software,EMP-1005,Approved
TXN-01608,2025-01-31,UberEats,Meals & Entertainment,20,USD,invoiced,Finance,CC-005,PO-95049,INV-969745,UberEats - Meals & Entertainment,EMP-1175,Approved
TXN-01609,2024-03-31,Delta Airlines,Travel - Airfare,500,USD,paid,Marketing,CC-004,PO-99195,INV-323323,Delta Airlines - Travel - Airfare,EMP-1201,Pending
TXN-01610,2024-01-09,Xero,Accounting Software,400,USD,pending,HR,CC-004,PO-42023,INV-259744,Xero - Accounting Software,EMP-1189,Rejected
TXN-01611,2025-01-12,starbucks,Meals & Entertainment,7,USD,delivered,Engineering,CC-005,PO-96725,INV-478406,starbucks - Meals & Entertainment,EMP-1029,Pending
TXN-01612,2024-02-07,Hilton Hotels,Travel - Lodging,700,USD,pending,Operations,CC-005,PO-75966,INV-721791,Hilton Hotels - Travel - Lodging,EMP-1134,Pending
TXN-01613,2024-01-25,Grubhub,Meals & Entertainment,100,USD,invoiced,Marketing,CC-001,PO-85767,INV-153198,Grubhub - Meals & Entertainment,EMP-1029,Pending
TXN-01614,2024-02-17,Starbucks,Meals & Entertainment,5,USD,pending,HR,CC-001,PO-13651,INV-420181,Starbucks - Meals & Entertainment,EMP-1162,Approved
TXN-01615,2024-06-13,Grubhub,Meals & Entertainment,50,USD,completed,Sales,CC-001,PO-94452,INV-261462,Grubhub - Meals & Entertainment,EMP-1234,Approved
TXN-01616,2024-03-04,Best Buy,Hardware - Equipment,500,USD,invoiced,Engineering,CC-005,PO-83867,INV-634419,Best Buy - Hardware - Equipment,EMP-1202,Approved
TXN-01617,2025-02-14,Hilton Hotels,Travel - Lodging,220,USD,pending,HR,CC-002,PO-95140,INV-956227,Hilton Hotels - Travel - Lodging,EMP-1099,Rejected
TXN-01618,2024-03-16,Google Cloud,Software - Cloud,950,USD,completed,HR,CC-004,PO-95258,INV-231397,Google Cloud - Software - Cloud,EMP-1213,Approved
TXN-01619,2024-06-27,Lenovo,Hardware - Equipment,2000,USD,completed,Engineering,CC-001,,INV-981585,Lenovo - Hardware - Equipment,EMP-1099,Rejected
TXN-01620,2024-06-07,Best Buy,Hardware - Equipment,500,USD,invoiced,Marketing,CC-001,PO-45421,INV-631139,Best Buy - Hardware - Equipment,EMP-1137,Rejected
TXN-01621,2025-01-08,Marriott Hotels,Travel - Lodging,150,USD,invoiced,Marketing,CC-002,PO-19367,INV-158829,Marriott Hotels - Travel - Lodging,EMP-1242,Rejected
TXN-01622,2024-04-01,Dell,Hardware - Equipment,2500,USD,delivered,HR,CC-003,PO-71986,INV-296339,Dell - Hardware - Equipment,EMP-1029,Rejected
TXN-01623,2025-03-23,Best Buy,Hardware - Equipment,100,USD,pending,Sales,CC-004,PO-55470,INV-918559,Best Buy - Hardware - Equipment,EMP-1229,Rejected
TXN-01624,2024-12-25,DoorDash,Meals & Entertainment,25,USD,paid,Marketing,CC-003,PO-87677,INV-641819,DoorDash - Meals & Entertainment,EMP-1061,Approved
TXN-01625,2025-01-05,AWS,Software - Cloud,500,USD,delivered,Engineering,CC-002,PO-91191,INV-653597,AWS - Software - Cloud,EMP-1111,Pending
TXN-01626,2024-04-09,United Airlines,Travel - Airfare,2500,USD,completed,HR,CC-001,PO-75083,INV-696007,United Airlines - Travel - Airfare,EMP-1189,Rejected
TXN-01627,2025-01-10,Herman Miller,Furniture - Fixed Asset,800,USD,invoiced,Sales,CC-005,PO-51866,INV-105190,Herman Miller - Furniture - Fixed Asset,EMP-1018,Rejected
TXN-01628,2025-03-11,UPS,Shipping & Logistics,120,USD,pending,Marketing,CC-002,PO-42738,INV-680244,UPS - Shipping & Logistics,EMP-1161,Pending
TXN-01629,2024-11-11,Microsoft Azure,Software - Cloud,800,USD,paid,Marketing,CC-005,PO-25833,INV-699030,Microsoft Azure - Software - Cloud,EMP-1054,Pending
TXN-01630,2024-05-27,Office Depot,Office Supplies,200,USD,invoiced,Sales,CC-004,PO-55172,INV-176743,Office Depot - Office Supplies,EMP-1001,Pending
TXN-01631,2024-09-06,Amazon Business,Office Supplies,100,USD,delivered,Engineering,CC-002,PO-60622,INV-282467,Amazon Business - Office Supplies,EMP-1055,Pending
TXN-01632,2024-06-04,American Airlines,Travel - Airfare,550,USD,delivered,HR,CC-003,PO-58553,INV-387783,American Airlines - Travel - Airfare,EMP-1154,Rejected
TXN-01633,2024-06-23,Lyft,Travel - Ground,12,USD,invoiced,Sales,CC-002,PO-10072,INV-394233,Lyft - Travel - Ground,EMP-1078,Rejected
TXN-01634,2024-02-11,Starbucks,Meals & Entertainment,5,USD,invoiced,Marketing,CC-002,PO-33954,INV-807053,Starbucks - Meals & Entertainment,EMP-1099,Pending
TXN-01635,2024-11-04,Office Depot,Office Supplies,75,USD,paid,Engineering,CC-004,PO-37439,INV-467916,Office Depot - Office Supplies,EMP-1181,Pending
TXN-01636,2024-10-15,Lenovo,Hardware - Equipment,400,USD,delivered,Operations,CC-005,PO-12721,INV-264930,Lenovo - Hardware - Equipment,EMP-1008,Rejected
TXN-01637,2025-02-06,Microsoft Azure,Software - Cloud,3000,USD,delivered,Marketing,CC-004,PO-48051,INV-302059,Microsoft Azure - Software - Cloud,EMP-1048,Approved
TXN-01638,2025-03-26,FedEx,Shipping & Logistics,20,USD,delivered,HR,CC-003,PO-74512,INV-837384,FedEx - Shipping & Logistics,EMP-1124,Pending
TXN-01639,2024-01-30,Herman Miller,Furniture - Fixed Asset,3000,USD,pending,Engineering,CC-005,,INV-120408,Herman Miller - Furniture - Fixed Asset,EMP-1101,Rejected
TXN-01640,2024-09-30,Amazon,Hardware - Equipment,2499,USD,delivered,Marketing,CC-001,PO-72714,INV-425594,Amazon - Hardware - Equipment,EMP-1149,Pending
TXN-01641,2024-05-27,Lyft,Travel - Ground,60,USD,invoiced,Sales,CC-002,PO-16068,INV-590099,Lyft - Travel - Ground,EMP-1150,Rejected
TXN-01642,2024-03-18,McKinsey,Professional Services,6000,USD,pending,Finance,CC-001,PO-57330,INV-470816,McKinsey - Professional Services,EMP-1028,Approved
TXN-01643,2024-04-25,American Airlines,Travel - Airfare,300,USD,invoiced,Operations,CC-001,PO-10051,INV-722656,American Airlines - Travel - Airfare,EMP-1149,Approved
TXN-01644,2024-12-26,Steelcase,Furniture - Fixed Asset,1000,USD,paid,HR,CC-005,,INV-841052,Steelcase - Furniture - Fixed Asset,EMP-1250,Rejected
TXN-01645,2024-12-23,Airbnb,Travel - Lodging,600,USD,delivered,Sales,CC-004,PO-56721,INV-396437,Airbnb - Travel - Lodging,EMP-1083,Pending
TXN-01646,2024-08-18,American Airlines,Travel - Airfare,1500,USD,completed,HR,CC-001,PO-13342,INV-738522,American Airlines - Travel - Airfare,EMP-1237,Approved
TXN-01647,2024-03-16,Steelcase,Furniture - Fixed Asset,600,USD,paid,Marketing,CC-003,PO-29170,INV-207057,Steelcase - Furniture - Fixed Asset,EMP-1203,Approved
TXN-01648,2024-05-15,UPS,Shipping & Logistics,120,USD,delivered,Engineering,CC-005,,INV-416335,UPS - Shipping & Logistics,EMP-1189,Rejected
TXN-01649,2024-08-20,UPS,Shipping & Logistics,120,USD,delivered,Finance,CC-001,PO-87106,INV-709070,UPS - Shipping & Logistics,EMP-1110,Approved
TXN-01650,2025-01-30,Grubhub,Meals & Entertainment,180,USD,completed,Sales,CC-004,PO-51544,INV-632757,Grubhub - Meals & Entertainment,EMP-1078,Approved
TXN-01651,2025-03-21,GitHub Inc,Software - Development,231,USD,delivered,Finance,CC-005,,INV-254035,GitHub Inc - Software - Development,EMP-1172,Pending
TXN-01652,2024-12-07,Xero,Accounting Software,99,USD,invoiced,HR,CC-005,PO-57274,INV-899642,Xero - Accounting Software,EMP-1004,Pending
TXN-01653,2024-03-11,FedEx,Shipping & Logistics,20,USD,pending,Sales,CC-002,PO-24360,INV-943175,FedEx - Shipping & Logistics,EMP-1218,Pending
TXN-01654,2024-07-25,DoorDash,Meals & Entertainment,200,USD,invoiced,HR,CC-002,PO-24094,INV-945626,DoorDash - Meals & Entertainment,EMP-1247,Approved
TXN-01655,2024-05-09,Time Warner,Utilities - Internet,180,USD,pending,Engineering,CC-002,,INV-492193,Time Warner - Utilities - Internet,EMP-1127,Approved
TXN-01656,2024-10-30,UPS,Shipping & Logistics,50,USD,paid,Operations,CC-005,,INV-196115,UPS - Shipping & Logistics,EMP-1052,Approved
TXN-01657,2024-11-24,LawDepot,Legal Services,1000,USD,paid,Marketing,CC-003,PO-70358,INV-965373,LawDepot - Legal Services,EMP-1043,Approved
TXN-01658,2024-01-25,Verizon,Utilities - Telecom,100,USD,paid,Sales,CC-003,PO-99904,INV-570178,Verizon - Utilities - Telecom,EMP-1033,Approved
TXN-01659,2024-01-01,Accenture,Professional Services,35000,USD,completed,Marketing,CC-003,PO-62054,INV-333275,Accenture - Professional Services,EMP-1141,Approved
TXN-01660,2024-04-06,Grubhub,Meals & Entertainment,25,USD,completed,Sales,CC-002,PO-60236,INV-403029,Grubhub - Meals & Entertainment,EMP-1128,Approved
TXN-01661,2024-12-14,Herman Miller,Furniture - Fixed Asset,3000,USD,completed,Finance,CC-003,PO-15356,INV-691693,Herman Miller - Furniture - Fixed Asset,EMP-1215,Pending
TXN-01662,2024-02-14,McKinsey,Professional Services,15000,USD,pending,Finance,CC-001,PO-89731,INV-724082,McKinsey - Professional Services,EMP-1218,Pending
TXN-01663,2024-12-15,United Airlines,Travel - Airfare,2500,USD,completed,Engineering,CC-004,PO-61800,INV-559839,United Airlines - Travel - Airfare,EMP-1121,Rejected
TXN-01664,2024-03-11,Amazon Business,Office Supplies,100,USD,paid,Finance,CC-003,PO-40797,INV-620879,Amazon Business - Office Supplies,EMP-1095,Pending
TXN-01665,2024-01-19,Staples,Office Supplies,150,USD,invoiced,HR,CC-002,PO-23517,INV-892291,Staples - Office Supplies,EMP-1045,Pending
TXN-01666,2024-10-12,Zoom,Software - SaaS,599,USD,completed,Marketing,CC-001,PO-44810,INV-540742,Zoom - Software - SaaS,EMP-1238,Rejected
TXN-01667,2024-06-21,slack,Software - SaaS,125,USD,invoiced,Sales,CC-003,PO-43977,INV-427431,slack - Software - SaaS,EMP-1057,Approved
TXN-01668,2024-09-18,Staples,Office Supplies,150,USD,pending,HR,CC-005,PO-38055,INV-566801,Staples - Office Supplies,EMP-1243,Pending
TXN-01669,2025-01-20,Lyft,Travel - Ground,60,USD,invoiced,Engineering,CC-003,PO-78152,INV-504721,Lyft - Travel - Ground,EMP-1151,Rejected
TXN-01670,2024-08-20,Delta Airlines,Travel - Airfare,280,USD,pending,Finance,CC-003,PO-50050,INV-915535,Delta Airlines - Travel - Airfare,EMP-1236,Rejected
TXN-01671,2024-05-13,LYFT,Travel - Ground,60,USD,delivered,Sales,CC-004,PO-88781,INV-914781,LYFT - Travel - Ground,EMP-1244,Approved
TXN-01672,2024-09-09,Uber,Travel - Ground,120,USD,delivered,Marketing,CC-005,PO-49668,INV-962994,Uber - Travel - Ground,EMP-1098,Pending
TXN-01673,2024-12-02,American Airlines,Travel - Airfare,1500,USD,invoiced,Marketing,CC-001,PO-39219,INV-481108,American Airlines - Travel - Airfare,EMP-1073,Rejected
TXN-01674,2025-03-09,Stripe,Software - Payments,2500,USD,invoiced,Sales,CC-004,,INV-333521,Stripe - Software - Payments,EMP-1184,Rejected
TXN-01675,2024-02-18,Staples,Office Supplies,500,USD,pending,Engineering,CC-001,PO-58074,INV-719542,Staples - Office Supplies,EMP-1110,Rejected
TXN-01676,2024-02-05,HubSpot,Marketing - Software,1200,USD,delivered,Finance,CC-004,PO-70623,INV-963753,HubSpot - Marketing - Software,EMP-1207,Rejected
TXN-01677,2024-06-04,Office Depot,Office Supplies,75,USD,delivered,Finance,CC-001,PO-51116,INV-494277,Office Depot - Office Supplies,EMP-1120,Rejected
TXN-01678,2024-12-25,Stripe,Software - Payments,1250,USD,completed,Engineering,CC-005,PO-34363,INV-139359,Stripe - Software - Payments,EMP-1117,Pending
TXN-01679,2024-05-11,Starbucks,Meals & Entertainment,10,USD,paid,Operations,CC-002,PO-96142,INV-314861,Starbucks - Meals & Entertainment,EMP-1194,Pending
TXN-01680,2025-02-07,ikea,Furniture - Fixed Asset,1200,USD,completed,Finance,CC-005,,INV-268881,ikea - Furniture - Fixed Asset,EMP-1242,Pending
TXN-01681,2024-05-26,Salesforce,Software - SaaS,300,USD,pending,HR,CC-005,PO-65916,INV-700567,Salesforce - Software - SaaS,EMP-1159,Pending
TXN-01682,2024-06-27,GitHub,Software - Development,500,USD,invoiced,Sales,CC-004,PO-72839,INV-660335,GitHub - Software - Development,EMP-1153,Pending
TXN-01683,2025-03-22,mckinsey,Professional Services,30000,USD,completed,Marketing,CC-002,PO-37013,INV-419360,mckinsey - Professional Services,EMP-1032,Approved
TXN-01684,2024-11-19,Delta Airlines,Travel - Airfare,280,USD,invoiced,Sales,CC-002,PO-42617,INV-649201,Delta Airlines - Travel - Airfare,EMP-1106,Pending
TXN-01685,2025-03-15,Chipotle,Meals & Entertainment,10,USD,delivered,Engineering,CC-002,PO-49558,INV-927624,Chipotle - Meals & Entertainment,EMP-1065,Rejected
TXN-01686,2024-11-03,AWS,Software - Cloud,10000,USD,pending,Operations,CC-004,PO-87495,INV-967290,AWS - Software - Cloud,EMP-1084,Approved
TXN-01687,2024-08-16,Office Depot,Office Supplies,75,USD,paid,Engineering,CC-002,PO-59069,INV-840904,Office Depot - Office Supplies,EMP-1062,Approved
TXN-01688,2025-01-10,Amazon Business,Office Supplies,500,USD,completed,HR,CC-004,PO-51656,INV-296892,Amazon Business - Office Supplies,EMP-1183,Approved
TXN-01689,2024-04-19,IKEA,Furniture - Fixed Asset,600,USD,pending,HR,CC-001,PO-89438,INV-199334,IKEA - Furniture - Fixed Asset,EMP-1129,Approved
TXN-01690,2024-09-05,Deloitte,Professional Services,25000,USD,delivered,Operations,CC-003,PO-63528,INV-680900,Deloitte - Professional Services,EMP-1166,Rejected
